Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 原生意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 破坏意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 复仇意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 原生石柱
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀石柱
appliedenergistics2:facade:0, 线缆伪装板 - 破坏石柱
appliedenergistics2:facade:0, 线缆伪装板 - 复仇石柱
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重原生石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重腐蚀石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重破坏石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重复仇石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重坚毅石柱
appliedenergistics2:facade:0, 线缆伪装板 - 原生顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 破坏顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 复仇顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅顶柱
appliedenergistics2:facade:0, 线缆伪装板 - [原生]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [腐蚀]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [破坏]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [复仇]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [坚毅]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - 仙人掌木板
appliedenergistics2:facade:0, 线缆伪装板 - tile.structurize.blockSolidSubstitution.name
appliedenergistics2:facade:0, 线缆伪装板 - 占位符方块
appliedenergistics2:facade:0, 线缆伪装板 - 橡木普通木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 橡木十字木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 橡木镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 橡木镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 橡木镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 橡木左下-右上向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 橡木左上-右下向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 橡木镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 橡木水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 橡木水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉普通木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉十字木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉左上-右下向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉左下-右上向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 云杉水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦普通木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦十字木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦左上-右下向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦左下-右上向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 白桦水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林普通木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林十字木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林左上-右下向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林左下-右上向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 丛林水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢普通木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢十字木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢左上-右下向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢左下-右上向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木普通木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木十字木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木左上-右下向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木左下-右上向斜线木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木镶边木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木水平木质框架
appliedenergistics2:facade:0, 线缆伪装板 - 兵营塔占位符
appliedenergistics2:facade:0, 线缆伪装板 - 路径点占位方块
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铝土矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 银矿石
appliedenergistics2:facade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铀矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铝块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 镍块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 康铜块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金块
appliedenergistics2:facade:0, 线缆伪装板 - 钢块
appliedenergistics2:facade:0, 线缆伪装板 - 焦炉砖
appliedenergistics2:facade:0, 线缆伪装板 - 高炉砖
appliedenergistics2:facade:0, 线缆伪装板 - 强化高炉砖
appliedenergistics2:facade:0, 线缆伪装板 - 焦煤块
appliedenergistics2:facade:0, 线缆伪装板 - 麻凝土
appliedenergistics2:facade:0, 线缆伪装板 - 混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 混凝土砖
appliedenergistics2:facade:0, 线缆伪装板 - 镀铅混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 绝缘玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 窑砖
appliedenergistics2:facade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:facade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:facade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:facade:0, 线缆伪装板 - 铜板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铝板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铅板方块
appliedenergistics2:facade:0, 线缆伪装板 - 银板方块
appliedenergistics2:facade:0, 线缆伪装板 - 镍板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铀板方块
appliedenergistics2:facade:0, 线缆伪装板 - 康铜板方块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金板方块
appliedenergistics2:facade:0, 线缆伪装板 - 钢板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铁板方块
appliedenergistics2:facade:0, 线缆伪装板 - 金板方块
appliedenergistics2:facade:0, 线缆伪装板 - 铜线圈
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金线圈
appliedenergistics2:facade:0, 线缆伪装板 - 高压线圈
appliedenergistics2:facade:0, 线缆伪装板 - 红石工程块
appliedenergistics2:facade:0, 线缆伪装板 - 轻型工程块
appliedenergistics2:facade:0, 线缆伪装板 - 重型工程块
appliedenergistics2:facade:0, 线缆伪装板 - 发电机模块
appliedenergistics2:facade:0, 线缆伪装板 - 散热器模块
appliedenergistics2:facade:0, 线缆伪装板 - 红色树叶
appliedenergistics2:facade:0, 线缆伪装板 - 黄色树叶
appliedenergistics2:facade:0, 线缆伪装板 - 橙色树叶
appliedenergistics2:facade:0, 线缆伪装板 - 冰洁树叶
appliedenergistics2:facade:0, 线缆伪装板 - 枯萎树叶
appliedenergistics2:facade:0, 线缆伪装板 - 方块净化器
appliedenergistics2:facade:0, 线缆伪装板 - 永冻核心
appliedenergistics2:facade:0, 线缆伪装板 - 下界核心
appliedenergistics2:facade:0, 线缆伪装板 - 样本方块（农业）
appliedenergistics2:facade:0, 线缆伪装板 - 样本方块（细胞）
appliedenergistics2:facade:0, 线缆伪装板 - 样本方块（感染）
appliedenergistics2:facade:0, 线缆伪装板 - 世界净化核心
appliedenergistics2:facade:0, 线缆伪装板 - 作物桶
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 淡蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 黄绿色
appliedenergistics2:paint_ball:6, 染色球 - 粉红色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 淡灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 淡蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 黄绿色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉红色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 淡灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 淡蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 黄绿色
appliedenergistics2:part:26, ME包层线缆 - 粉红色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 淡灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 淡蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 黄绿色
appliedenergistics2:part:506, ME致密包层线缆 - 粉红色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 淡灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 淡蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 黄绿色
appliedenergistics2:part:66, ME致密线缆 - 粉红色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 淡灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - 福鲁伊克斯色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 淡蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 黄绿色
appliedenergistics2:part:6, ME玻璃线缆 - 粉红色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 淡灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - 福鲁伊克斯色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 淡蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 黄绿色
appliedenergistics2:part:46, ME智能线缆 - 粉红色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 淡灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
appliedenergistics2:part:55, ME智能线缆 - 黑色
appliedenergistics2:part:56, ME智能线缆 - 福鲁伊克斯色
appliedenergistics2:part:420, ME交换监控器
appliedenergistics2:part:360, ME合成终端
appliedenergistics2:part:200, 暗色照明面板
appliedenergistics2:part:260, ME输出总线
appliedenergistics2:part:302, ME流体破坏面板
appliedenergistics2:part:261, ME流体输出总线
appliedenergistics2:part:321, ME流体成型面板
appliedenergistics2:part:241, ME流体输入总线
appliedenergistics2:part:441, ME流体接口
appliedenergistics2:part:281, ME流体标准发信器
appliedenergistics2:part:221, ME流体存储总线
appliedenergistics2:part:520, ME流体终端
appliedenergistics2:part:320, ME成型面板
appliedenergistics2:part:301, ME精准破坏面板
appliedenergistics2:part:240, ME输入总线
appliedenergistics2:part:440, ME接口
appliedenergistics2:part:480, ME接口终端
appliedenergistics2:part:100, ME反相触发总线
appliedenergistics2:part:280, ME标准发信器
appliedenergistics2:part:160, 亮色照明面板
appliedenergistics2:part:469, P2P通道 - FE
appliedenergistics2:part:463, P2P通道 - 流体
appliedenergistics2:part:462, P2P通道 - 物品
appliedenergistics2:part:467, P2P通道 - 光
appliedenergistics2:part:460, P2P通道 - ME
appliedenergistics2:part:461, P2P通道 - 红石
appliedenergistics2:part:340, ME样板终端
appliedenergistics2:part:140, 石英纤维
appliedenergistics2:part:180, 照明面板
appliedenergistics2:part:220, ME存储总线
appliedenergistics2:part:400, ME存储监控器
appliedenergistics2:part:380, ME终端
appliedenergistics2:part:80, ME触发总线
mekanism:electricbow, 电动弓
mekanism:canteen, 餐壶
mekanism:dust:0, 铁粉
mekanism:dust:1, 金粉
mekanism:dust:2, 锇粉
mekanism:dust:3, 铜粉
mekanism:dust:4, 锡粉
mekanism:dust:5, 银粉
mekanism:dust:6, 铅粉
mekanism:dust:7, 铀粉
mekanism:ingot:0, 强化黑曜石锭
mekanism:ingot:1, 锇锭
mekanism:ingot:2, 青铜锭
mekanism:ingot:3, 荧石锭
mekanism:ingot:4, 钢锭
mekanism:ingot:5, 铜锭
mekanism:ingot:6, 锡锭
mekanism:ingot:7, 铅锭
mekanism:ingot:8, 铀锭
mekanism:nugget:0, 强化黑曜石粒
mekanism:nugget:1, 锇粒
mekanism:nugget:2, 青铜块
mekanism:nugget:3, 荧石粒
mekanism:nugget:4, 钢粒
mekanism:nugget:5, 铜粒
mekanism:nugget:6, 锡粒
mekanism:nugget:7, 铅颗粒
mekanism:nugget:8, 铀颗粒
mekanism:energytablet, 能量板
mekanism:speedupgrade, 速度升级
mekanism:energyupgrade, 能量升级
mekanism:filterupgrade, 过滤升级
mekanism:mufflingupgrade, 降噪升级
mekanism:gasupgrade, 气体升级
mekanism:anchorupgrade, 锚定升级
mekanism:stonegeneratorupgrade, 造石机升级
mekanism:threadupgrade, 线程升级
mekanism:robit, 机器人
mekanism:atomicdisassembler, 原子分解机
mekanism:enrichedalloy, 富集合金
mekanism:reinforcedalloy, 强化合金
mekanism:atomicalloy, 原子合金
mekanism:cosmicalloy, 宇宙合金
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, §a基础控制电路
mekanism:controlcircuit:1, §4高级控制电路
mekanism:controlcircuit:2, §1精英控制电路
mekanism:controlcircuit:3, §5终极控制电路
mekanism:controlcircuit:4, §e创造控制电路
mekanism:enrichediron, 富集铁
mekanism:compressedcarbon, 压缩碳
mekanism:compressedredstone, 压缩红石
mekanism:compresseddiamond, 压缩钻石
mekanism:compressedobsidian, 压缩黑曜石
mekanism:portableteleporter, 便携传送器
mekanism:teleportationcore, 传送核心
mekanism:clump:0, 铁碎块
mekanism:clump:1, 金碎块
mekanism:clump:2, 锇碎块
mekanism:clump:3, 铜碎块
mekanism:clump:4, 锡碎块
mekanism:clump:5, 银碎块
mekanism:clump:6, 铅碎块
mekanism:clump:7, 铀碎块
mekanism:dirtydust:0, 污浊铁粉
mekanism:dirtydust:1, 污浊金粉
mekanism:dirtydust:2, 污浊锇粉
mekanism:dirtydust:3, 污浊铜粉
mekanism:dirtydust:4, 污浊锡粉
mekanism:dirtydust:5, 污浊银粉
mekanism:dirtydust:6, 污浊铅粉
mekanism:dirtydust:7, 污浊的铀粉
mekanism:configurator, 配置器
mekanism:networkreader, 网络读取器
mekanism:walkietalkie, 对讲机
mekanism:jetpack, 喷气背包
mekanism:dictionary, 辞典
mekanism:gasmask, 潜水面罩
mekanism:scubatank, 潜水罐
mekanism:balloon:0, §8黑色 气球
mekanism:balloon:1, §c红色 气球
mekanism:balloon:2, §2绿色 气球
mekanism:balloon:3, §6棕色 气球
mekanism:balloon:4, §1蓝色 气球
mekanism:balloon:5, §5紫色 气球
mekanism:balloon:6, §3青色 气球
mekanism:balloon:7, §7淡灰色 气球
mekanism:balloon:8, §8灰色 气球
mekanism:balloon:9, §d粉红色 气球
mekanism:balloon:10, §a黄绿色 气球
mekanism:balloon:11, §e黄色 气球
mekanism:balloon:12, §9淡蓝色 气球
mekanism:balloon:13, §d品红色 气球
mekanism:balloon:14, §6橙色 气球
mekanism:balloon:15, §f白色 气球
mekanism:shard:0, 铁碎片
mekanism:shard:1, 金碎片
mekanism:shard:2, 锇碎片
mekanism:shard:3, 铜碎片
mekanism:shard:4, 锡碎片
mekanism:shard:5, 银碎片
mekanism:shard:6, 铅碎片
mekanism:shard:7, 铀碎片
mekanism:electrolyticcore, 电解核心
mekanism:sawdust, 锯末
mekanism:salt, 盐
mekanism:crystal:0, 铁结晶
mekanism:crystal:1, 金结晶
mekanism:crystal:2, 锇结晶
mekanism:crystal:3, 铜结晶
mekanism:crystal:4, 锡结晶
mekanism:crystal:5, 银结晶
mekanism:crystal:6, 铅结晶
mekanism:crystal:7, 铀晶体
mekanism:freerunners, 自由助跑器
mekanism:armoredjetpack, 装甲喷气背包
mekanism:configurationcard, 配置卡
mekanism:craftingformula, 合成公式
mekanism:seismicreader, 振动读取器
mekanism:substrate, 基片
mekanism:biofuel, 生物燃料
mekanism:flamethrower, 火焰喷射器
mekanism:gaugedropper, 滴管
mekanism:tierinstaller:0, §a基础工厂安装器
mekanism:tierinstaller:1, §4高级工厂安装器
mekanism:tierinstaller:2, §1精英工厂安装器
mekanism:tierinstaller:3, §5终极工厂安装器
mekanism:tierinstaller:4, §e创造升级安装器
mekanism:otherdust:0, 钻石粉
mekanism:otherdust:1, 钢粉
mekanism:otherdust:3, 硫粉
mekanism:otherdust:4, 锂粉
mekanism:otherdust:5, 强化黑曜石粉
mekanism:otherdust:6, 黑曜石粉
mekanism:otherdust:7, 氟石
mekanism:otherdust:8, 木炭粉
mekanism:cosmicmatter, 宇宙物质
mekanism:scrap, 废料
mekanism:scrapbox, 废料盒
mekanism:emptycrystals, 空晶体
mekanism:fluoriteclump, 氟石
mekanism:plutoniumpellet, 钚球
mekanism:antimatterpellet, 反物质球
mekanism:reprocessedfissilefragment, 再处理裂变碎片
mekanism:yellowcakeuranium, 铀黄饼
mekanism:poloniumpellet, 钋球
mekanism:armoredfreerunners, 装甲自由助跑器
mekanism:modulebase, 模块基板
mekanism:mekasuit_helmet, MekaSuit头盔
mekanism:mekasuit_bodyarmor, MekaSuit护甲
mekanism:mekasuit_pants, MekaSuit护腿
mekanism:mekasuit_boots, MekaSuit靴子
mekanism:module_energy_unit, 能量单元
mekanism:module_magnetic_unit, 磁吸单元
mekanism:module_laser_dissipation_unit, 激光消散单元
mekanism:module_radiation_shielding_unit, 辐射屏蔽单元
mekanism:module_energy_shield_unit, 能量护盾单元
mekanism:module_excavation_escalation_unit, 挖掘上升单元
mekanism:module_attack_amplification_unit, 攻击增强单元
mekanism:module_farming_unit, 耕种单元
mekanism:module_shearing_unit, 剪切单元
mekanism:module_silk_touch_unit, 精准采集单元
mekanism:module_fortune_unit, 矿物精炼单元
